customer_id,payment_id,order_id,amount,currency,payment_method,payment_status,failure_reason,failure_code,failure_source,failure_step,customer_age_days,previous_payment_count,previous_success_count,previous_failure_count,customer_success_rate,average_transaction_amount,customer_lifetime_value,days_since_last_payment,retry_count,previous_recovery_count,subscription_status,subscription_age_days,time_of_day,day_of_week,merchant_category,customer_segment,historical_recovery_rate,previous_intervention,recovery_action,recovery_probability,recovered,recovered_amount
cus_872,pay_872,ord_872,1110.0,INR,wallet,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,1184,7,4,3,0.5714285714285714,1164.6455212326741,10754.597031933241,156,0,1,active,419,10,6,saas,new,0.9493304156711737,NO_ACTION,RETRY,0.8054452026500551,1,1110.0
cus_873,pay_873,ord_873,2130.0,INR,card,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,706,4,3,1,0.75,2458.277791470753,9521.34965427431,172,0,0,past_due,67,14,6,retail,new,0.339761375546709,NO_ACTION,RETRY,0.5432979520871988,0,0.0
cus_874,pay_874,ord_874,12620.0,INR,upi,failed,upi_error,upi_error,customer,payment_authentication,586,2,2,0,1.0,15714.61570830736,53996.13555528262,48,1,1,active,576,6,0,education,regular,0.8446545635436751,ALTERNATIVE_PAYMENT_METHOD,RETRY,0.8336110615358011,1,12620.0
cus_875,pay_875,ord_875,3980.0,INR,netbanking,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,253,2,1,1,0.5,4419.996142765693,8573.09562148067,173,0,1,none,906,8,6,health,regular,0.43269799135260634,ALTERNATIVE_PAYMENT_METHOD,NO_ACTION,0.3374485121910114,0,0.0
cus_876,pay_876,ord_876,3220.0,INR,card,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,736,11,6,5,0.5454545454545454,4174.973291628978,48425.481540389264,147,3,2,none,481,8,0,health,vip,0.5099439901608037,HUMAN_ESCALATION,NO_ACTION,0.4174815473023569,0,0.0
cus_877,pay_877,ord_877,1730.0,INR,card,failed,upi_error,upi_error,customer,payment_authentication,328,5,3,2,0.6,1374.4726059476543,7754.7356235709085,46,2,0,active,564,7,1,saas,vip,0.5456477458778434,NO_ACTION,NO_ACTION,0.48916185342787466,0,0.0
cus_878,pay_878,ord_878,2740.0,INR,upi,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,1100,3,1,2,0.3333333333333333,2171.72822058522,15726.94397046824,144,1,1,none,673,19,3,education,vip,0.6905000680848813,CUSTOMER_NOTIFICATION,RETRY,0.6990225331487511,0,0.0
cus_879,pay_879,ord_879,880.0,INR,upi,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,557,8,3,5,0.375,1033.3485927273089,11976.632545573972,176,0,1,none,838,0,6,health,new,0.1910652760966962,HUMAN_ESCALATION,NO_ACTION,0.49459357457074765,0,0.0
cus_880,pay_880,ord_880,3150.0,INR,upi,failed,card_declined,card_declined,customer,payment_authentication,178,7,4,3,0.5714285714285714,3402.3408104787,17755.567159886028,54,0,1,none,491,14,3,saas,regular,0.7194833486018122,RETRY,NO_ACTION,0.5138575407649536,0,0.0
cus_881,pay_881,ord_881,1490.0,INR,upi,failed,upi_error,upi_error,customer,payment_authentication,1060,7,6,1,0.8571428571428571,1813.7304906982245,16288.879802869527,79,1,2,active,318,3,5,retail,regular,0.9863632702984994,REMINDER,RETRY,0.9251560804250261,1,1490.0
cus_882,pay_882,ord_882,790.0,INR,wallet,failed,card_declined,card_declined,customer,payment_authentication,1267,8,8,0,1.0,874.8195426926771,13711.20949823568,51,0,0,active,630,11,3,retail,regular,0.5048283592572765,HUMAN_ESCALATION,REMINDER,0.5930051301191605,0,0.0
cus_883,pay_883,ord_883,4080.0,INR,upi,failed,expired_card,expired_card,customer,payment_authentication,1250,6,5,1,0.8333333333333334,2886.834832855835,34772.254877091866,7,3,1,none,689,14,3,saas,vip,0.41632923190044846,ALTERNATIVE_PAYMENT_METHOD,ALTERNATIVE_PAYMENT_METHOD,0.44871608000326313,1,4080.0
cus_884,pay_884,ord_884,190.0,INR,card,failed,upi_error,upi_error,customer,payment_authentication,727,4,4,0,1.0,209.687323447891,1843.811005974039,168,0,2,active,670,11,0,retail,new,0.8953697039093997,NO_ACTION,RETRY,0.8693065959480426,1,190.0
cus_885,pay_885,ord_885,1050.0,INR,card,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,461,8,8,0,1.0,868.3421800504159,18451.24261256266,103,0,0,active,602,9,6,health,regular,0.9192301670450165,NO_ACTION,RETRY,0.8717110983423254,0,0.0
cus_886,pay_886,ord_886,3340.0,INR,card,failed,upi_error,upi_error,customer,payment_authentication,332,2,2,0,1.0,3233.6653392220564,10143.494664950123,32,2,1,active,999,14,0,saas,regular,0.4312117572896025,NO_ACTION,REMINDER,0.5701898042927728,0,0.0
cus_887,pay_887,ord_887,6150.0,INR,card,failed,network_timeout,network_timeout,customer,payment_authentication,597,11,7,4,0.6363636363636364,6856.680538015907,107053.72755394987,94,0,0,active,270,0,1,retail,vip,0.622607331173301,CUSTOMER_NOTIFICATION,RETRY,0.7217006112887107,1,6150.0
cus_888,pay_888,ord_888,2900.0,INR,card,failed,upi_error,upi_error,customer,payment_authentication,153,7,7,0,1.0,3171.9409763084536,41282.22280124763,140,0,0,active,316,21,5,health,regular,0.9629375362100769,HUMAN_ESCALATION,RETRY,0.9129109747252692,1,2900.0
cus_889,pay_889,ord_889,920.0,INR,upi,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,1331,6,3,3,0.5,855.1617133664333,10445.064929210312,154,0,0,active,851,8,4,saas,regular,0.6408493019683427,CUSTOMER_NOTIFICATION,REMINDER,0.6985539503808378,1,920.0
cus_890,pay_890,ord_890,1720.0,INR,card,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,374,5,2,3,0.4,1939.8847236262657,17421.892343642856,140,0,0,active,181,1,2,health,regular,0.5253426745720639,ALTERNATIVE_PAYMENT_METHOD,RETRY,0.7032040087250282,1,1720.0
cus_891,pay_891,ord_891,2420.0,INR,wallet,failed,card_declined,card_declined,customer,payment_authentication,1170,11,9,2,0.8181818181818182,3064.9149645338857,30178.58488870181,64,0,1,none,813,8,1,education,vip,0.41141116010356654,HUMAN_ESCALATION,NO_ACTION,0.4905531774774095,0,0.0
cus_892,pay_892,ord_892,8610.0,INR,card,failed,expired_card,expired_card,customer,payment_authentication,578,3,3,0,1.0,7219.169047835023,65218.25636463083,166,0,1,none,247,8,1,saas,vip,0.7731988198409686,ALTERNATIVE_PAYMENT_METHOD,ALTERNATIVE_PAYMENT_METHOD,0.7744295615074175,0,0.0
cus_893,pay_893,ord_893,4540.0,INR,card,failed,expired_card,expired_card,customer,payment_authentication,1035,7,5,2,0.7142857142857143,3503.3429558094494,36550.17387444365,137,1,0,past_due,670,5,1,health,new,0.6152618629764133,HUMAN_ESCALATION,ALTERNATIVE_PAYMENT_METHOD,0.7791610648215312,1,4540.0
cus_894,pay_894,ord_894,4570.0,INR,netbanking,failed,upi_error,upi_error,customer,payment_authentication,1366,6,3,3,0.5,3569.2211663446833,49208.614450557216,80,0,0,none,853,14,5,saas,vip,0.8029529758269227,ALTERNATIVE_PAYMENT_METHOD,RETRY,0.6394592503677758,1,4570.0
cus_895,pay_895,ord_895,1930.0,INR,netbanking,failed,card_declined,card_declined,customer,payment_authentication,611,7,4,3,0.5714285714285714,1880.9135605081315,28565.933171119777,141,0,0,none,868,3,5,retail,regular,0.6766352146740375,ALTERNATIVE_PAYMENT_METHOD,REMINDER,0.557821098442001,1,1930.0
cus_896,pay_896,ord_896,620.0,INR,card,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,1447,5,5,0,1.0,544.9447423244851,4342.513833878097,178,0,1,active,604,8,4,health,new,0.7840414903527697,ALTERNATIVE_PAYMENT_METHOD,REMINDER,0.6923954835911383,0,0.0
cus_897,pay_897,ord_897,440.0,INR,card,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,512,5,3,2,0.6,431.413543302542,3742.9215866261015,6,1,0,none,219,0,4,education,regular,0.6172388084363789,NO_ACTION,REMINDER,0.6081544429318883,1,440.0
cus_898,pay_898,ord_898,1340.0,INR,card,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,382,2,1,1,0.5,1005.8118268085603,6422.618779963184,109,1,1,none,338,5,2,retail,regular,0.4060383308244932,ALTERNATIVE_PAYMENT_METHOD,RETRY,0.5296113937970115,0,0.0
cus_899,pay_899,ord_899,3640.0,INR,upi,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,1085,10,8,2,0.8,3087.300188882554,76357.64129795735,121,1,0,none,710,15,4,saas,regular,0.7548874835188756,CUSTOMER_NOTIFICATION,RETRY,0.8388107128333545,1,3640.0
cus_900,pay_900,ord_900,1090.0,INR,upi,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,211,10,7,3,0.7,990.0455258485264,15376.546974738063,157,1,1,active,637,6,6,saas,regular,0.9916002108697888,HUMAN_ESCALATION,RETRY,0.8592891134132127,1,1090.0
cus_901,pay_901,ord_901,3200.0,INR,card,failed,network_timeout,network_timeout,customer,payment_authentication,140,10,7,3,0.7,4032.977343840419,52242.60569108683,86,0,1,none,288,18,2,saas,regular,0.560393432593995,NO_ACTION,RETRY,0.6397567239393567,1,3200.0
cus_902,pay_902,ord_902,820.0,INR,card,failed,card_declined,card_declined,customer,payment_authentication,552,4,4,0,1.0,720.1426702208107,3625.7625711875744,61,0,1,none,572,12,3,saas,regular,0.4706249810193975,HUMAN_ESCALATION,NO_ACTION,0.4738853588292874,0,0.0
cus_903,pay_903,ord_903,950.0,INR,upi,failed,expired_card,expired_card,customer,payment_authentication,815,7,3,4,0.42857142857142855,692.4746463889832,5964.401161106239,36,0,1,active,939,5,6,saas,new,0.4468658164140238,CUSTOMER_NOTIFICATION,ALTERNATIVE_PAYMENT_METHOD,0.4758226615712408,1,950.0
cus_904,pay_904,ord_904,7390.0,INR,wallet,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,702,4,4,0,1.0,6552.114961722186,26894.608060591636,74,0,2,none,57,6,1,education,regular,0.8309486449444431,REMINDER,REMINDER,0.846612435175187,1,7390.0
cus_905,pay_905,ord_905,3890.0,INR,upi,failed,card_declined,card_declined,customer,payment_authentication,92,4,2,2,0.5,4909.685514901028,25665.42432307169,75,1,0,active,564,7,3,health,regular,0.5147016064132266,REMINDER,NO_ACTION,0.5272882035024242,0,0.0
cus_906,pay_906,ord_906,1330.0,INR,upi,failed,network_timeout,network_timeout,customer,payment_authentication,822,4,2,2,0.5,1271.9349869030968,9372.741686980415,149,1,1,active,552,12,4,health,regular,0.7478918224921358,CUSTOMER_NOTIFICATION,RETRY,0.7717612548347422,1,1330.0
cus_907,pay_907,ord_907,790.0,INR,card,failed,network_timeout,network_timeout,customer,payment_authentication,935,8,7,1,0.875,941.0016655060355,5775.200226818485,154,0,0,active,849,21,2,saas,regular,0.5347536872227098,RETRY,RETRY,0.5799022818601903,0,0.0
cus_908,pay_908,ord_908,4670.0,INR,card,failed,expired_card,expired_card,customer,payment_authentication,427,9,6,3,0.6666666666666666,4017.868139750309,43684.37862115728,91,1,2,active,257,5,0,health,vip,0.5812369800082134,HUMAN_ESCALATION,ALTERNATIVE_PAYMENT_METHOD,0.6131623784683355,0,0.0
cus_909,pay_909,ord_909,4340.0,INR,card,failed,network_timeout,network_timeout,customer,payment_authentication,853,12,11,1,0.9166666666666666,3391.5676819119412,59026.10995043304,124,0,1,active,179,23,1,health,regular,0.4875084098231838,HUMAN_ESCALATION,RETRY,0.5083785721227329,0,0.0
cus_910,pay_910,ord_910,3430.0,INR,netbanking,failed,expired_card,expired_card,customer,payment_authentication,532,10,8,2,0.8,3423.117968547123,70127.13321000536,132,0,1,none,442,15,6,education,regular,0.7639516839791931,CUSTOMER_NOTIFICATION,ALTERNATIVE_PAYMENT_METHOD,0.8583921434448866,1,3430.0
cus_911,pay_911,ord_911,1510.0,INR,netbanking,failed,expired_card,expired_card,customer,payment_authentication,90,6,5,1,0.8333333333333334,1692.7945787641747,8762.93589945986,112,0,2,none,318,13,1,retail,new,0.6628659106800148,CUSTOMER_NOTIFICATION,ALTERNATIVE_PAYMENT_METHOD,0.8029434688402606,1,1510.0
cus_912,pay_912,ord_912,610.0,INR,wallet,failed,network_timeout,network_timeout,customer,payment_authentication,1116,6,3,3,0.5,736.3445448348825,5707.272342698408,135,1,0,past_due,888,7,6,retail,regular,0.5204498237252603,NO_ACTION,RETRY,0.5574799738226446,1,610.0
cus_913,pay_913,ord_913,1780.0,INR,wallet,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,630,7,3,4,0.42857142857142855,1503.4299442396793,24575.21434480723,14,0,0,past_due,763,9,5,retail,regular,0.126121776518342,NO_ACTION,NO_ACTION,0.2136524760511842,0,0.0
cus_914,pay_914,ord_914,7390.0,INR,wallet,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,1475,5,4,1,0.8,9547.815815576427,81196.52994632475,83,0,0,none,392,18,4,saas,regular,0.6896936590910162,NO_ACTION,REMINDER,0.6962937745005351,1,7390.0
cus_915,pay_915,ord_915,730.0,INR,wallet,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,289,5,4,1,0.8,725.2874506124342,7012.713180597232,120,0,0,none,358,23,2,education,regular,0.6744114615817038,NO_ACTION,REMINDER,0.7811038259355756,1,730.0
cus_916,pay_916,ord_916,1900.0,INR,card,failed,expired_card,expired_card,customer,payment_authentication,12,2,0,2,0.0,1902.6072621183166,5957.739817584524,93,0,1,none,12,12,2,education,vip,0.2096690722791287,HUMAN_ESCALATION,ALTERNATIVE_PAYMENT_METHOD,0.39891236642569544,0,0.0
cus_917,pay_917,ord_917,9280.0,INR,card,failed,expired_card,expired_card,customer,payment_authentication,1197,10,7,3,0.7,11276.378023989459,87568.71368572532,136,0,0,none,89,1,2,saas,regular,1.0,ALTERNATIVE_PAYMENT_METHOD,ALTERNATIVE_PAYMENT_METHOD,0.883982636670968,1,9280.0
cus_918,pay_918,ord_918,1330.0,INR,card,failed,card_declined,card_declined,customer,payment_authentication,1293,5,5,0,1.0,1256.0300688428108,7224.035962631399,56,0,0,none,556,13,2,saas,new,0.5956322637565985,NO_ACTION,REMINDER,0.658889193702038,0,0.0
cus_919,pay_919,ord_919,1590.0,INR,upi,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,1370,4,3,1,0.75,1835.5410421881363,13525.794003596448,170,0,0,none,657,7,2,saas,regular,0.647287305576479,NO_ACTION,REMINDER,0.8696633281725483,1,1590.0
cus_920,pay_920,ord_920,470.0,INR,card,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,1484,5,4,1,0.8,489.0782694781655,3061.090759766251,22,1,0,active,795,18,2,retail,new,0.44936330356012844,HUMAN_ESCALATION,RETRY,0.37503473924171676,0,0.0
cus_921,pay_921,ord_921,3370.0,INR,netbanking,failed,network_timeout,network_timeout,customer,payment_authentication,472,9,7,2,0.7777777777777778,2632.790092165718,38392.17281212445,143,1,0,none,110,12,2,retail,regular,0.6158360047092438,NO_ACTION,RETRY,0.6650374591212455,1,3370.0
cus_922,pay_922,ord_922,860.0,INR,upi,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,1018,4,3,1,0.75,618.9937772743216,3991.1782648350186,130,0,1,none,160,3,2,education,regular,0.3810528126467537,CUSTOMER_NOTIFICATION,NO_ACTION,0.38785946169326424,0,0.0
cus_923,pay_923,ord_923,380.0,INR,upi,failed,upi_error,upi_error,customer,payment_authentication,44,8,5,3,0.625,478.99838141302325,4326.43255750382,14,1,0,active,555,5,3,retail,regular,0.7559988443717954,RETRY,RETRY,0.7442802685272,1,380.0
cus_924,pay_924,ord_924,700.0,INR,card,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,626,6,4,2,0.6666666666666666,853.926694588048,5561.0325863474045,44,0,2,none,88,21,3,retail,regular,0.6719069996093676,NO_ACTION,RETRY,0.5798895457560068,1,700.0
cus_925,pay_925,ord_925,2230.0,INR,card,failed,expired_card,expired_card,customer,payment_authentication,1346,6,5,1,0.8333333333333334,2876.986635384057,18171.943172371968,169,0,0,active,836,22,6,retail,regular,0.8247328365837387,ALTERNATIVE_PAYMENT_METHOD,ALTERNATIVE_PAYMENT_METHOD,0.8033126696483078,1,2230.0
cus_926,pay_926,ord_926,370.0,INR,card,failed,expired_card,expired_card,customer,payment_authentication,951,6,4,2,0.6666666666666666,408.669447514248,1926.7717254619517,122,0,0,none,442,9,1,education,regular,0.49885371401477374,CUSTOMER_NOTIFICATION,ALTERNATIVE_PAYMENT_METHOD,0.6480465862757301,1,370.0
cus_927,pay_927,ord_927,450.0,INR,netbanking,failed,network_timeout,network_timeout,customer,payment_authentication,1266,11,8,3,0.7272727272727273,489.3463766634473,7027.23696594745,142,1,0,none,583,12,6,saas,regular,0.589135792922445,CUSTOMER_NOTIFICATION,RETRY,0.7178925331386977,1,450.0
cus_928,pay_928,ord_928,3160.0,INR,upi,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,1419,9,6,3,0.6666666666666666,2607.379196778321,26716.49092171479,151,0,0,none,780,8,5,retail,regular,0.6322203589510158,HUMAN_ESCALATION,RETRY,0.7850108255883967,1,3160.0
cus_929,pay_929,ord_929,1680.0,INR,upi,failed,upi_error,upi_error,customer,payment_authentication,1195,6,6,0,1.0,1823.4382643352174,16421.428804923675,0,0,2,none,500,21,6,retail,regular,0.6914598628621789,RETRY,RETRY,0.7503271884903788,0,0.0
cus_930,pay_930,ord_930,720.0,INR,card,failed,expired_card,expired_card,customer,payment_authentication,1031,5,4,1,0.8,714.9913137877222,6782.135472793022,153,0,1,none,73,20,5,health,regular,0.746930483797041,RETRY,ALTERNATIVE_PAYMENT_METHOD,0.7171089554687846,1,720.0
cus_931,pay_931,ord_931,1310.0,INR,card,failed,card_declined,card_declined,customer,payment_authentication,535,7,5,2,0.7142857142857143,1213.5844018204846,14776.15546122302,128,0,0,none,228,7,4,health,regular,0.46106170102691435,REMINDER,REMINDER,0.5514100457255415,0,0.0
cus_932,pay_932,ord_932,10280.0,INR,upi,failed,expired_card,expired_card,customer,payment_authentication,797,6,5,1,0.8333333333333334,11405.370135322095,64073.99359856661,44,2,2,past_due,347,5,2,health,regular,0.5749760924695941,ALTERNATIVE_PAYMENT_METHOD,ALTERNATIVE_PAYMENT_METHOD,0.6519024993872004,1,10280.0
cus_933,pay_933,ord_933,6510.0,INR,netbanking,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,120,6,4,2,0.6666666666666666,4888.988222269785,68420.79346207803,54,0,1,active,162,3,6,education,regular,0.8433000734861549,CUSTOMER_NOTIFICATION,RETRY,0.9243780832306836,1,6510.0
cus_934,pay_934,ord_934,1620.0,INR,netbanking,failed,expired_card,expired_card,customer,payment_authentication,866,8,6,2,0.75,1623.7800698978435,18030.179942441842,70,1,1,none,515,18,5,health,regular,0.43269032756506054,RETRY,ALTERNATIVE_PAYMENT_METHOD,0.500197714681845,0,0.0
cus_935,pay_935,ord_935,4090.0,INR,card,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,1462,5,4,1,0.8,4723.4116486624325,28643.356878868708,108,2,0,active,18,21,2,health,regular,0.7478549297054045,NO_ACTION,REMINDER,0.6888308514297511,1,4090.0
cus_936,pay_936,ord_936,2040.0,INR,wallet,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,222,9,6,3,0.6666666666666666,2443.8965498671623,18225.5500194708,48,1,0,none,145,12,1,health,vip,0.5128178710680102,HUMAN_ESCALATION,REMINDER,0.5502911696202609,0,0.0
cus_937,pay_937,ord_937,310.0,INR,card,failed,card_declined,card_declined,customer,payment_authentication,740,6,4,2,0.6666666666666666,308.1428483984143,4324.007337240927,50,0,0,active,800,11,1,retail,vip,0.7605458953414848,NO_ACTION,REMINDER,0.6581653829551887,0,0.0
cus_938,pay_938,ord_938,260.0,INR,netbanking,failed,expired_card,expired_card,customer,payment_authentication,1349,8,5,3,0.625,237.00333624580855,2832.5091424433976,97,2,0,none,126,8,4,retail,vip,0.11320481507346217,ALTERNATIVE_PAYMENT_METHOD,ALTERNATIVE_PAYMENT_METHOD,0.17453774516775364,0,0.0
cus_939,pay_939,ord_939,730.0,INR,card,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,535,6,4,2,0.6666666666666666,761.6982023857756,6608.669885037533,131,1,2,active,30,19,6,retail,regular,0.5609017122839544,RETRY,RETRY,0.5658881446654724,1,730.0
cus_940,pay_940,ord_940,370.0,INR,card,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,884,6,3,3,0.5,287.47132846275946,2130.785431538664,77,3,0,none,446,1,6,education,vip,0.24340469879921853,HUMAN_ESCALATION,NO_ACTION,0.2705542877354789,0,0.0
cus_941,pay_941,ord_941,2370.0,INR,netbanking,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,1166,8,5,3,0.625,1789.082968291881,33661.19395789469,33,0,0,none,858,7,5,retail,regular,0.9229295043273029,HUMAN_ESCALATION,RETRY,0.9017445073554018,1,2370.0
cus_942,pay_942,ord_942,1040.0,INR,card,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,1182,7,6,1,0.8571428571428571,1239.1415585075624,8881.234849080194,20,1,1,active,243,14,5,education,new,0.7394382912853115,RETRY,RETRY,0.6934007723226703,1,1040.0
cus_943,pay_943,ord_943,2770.0,INR,upi,failed,card_declined,card_declined,customer,payment_authentication,1006,7,4,3,0.5714285714285714,2149.2440708347176,36834.676399854434,150,1,1,past_due,396,2,2,saas,regular,0.6098683441798347,RETRY,REMINDER,0.6143673383827832,1,2770.0
cus_944,pay_944,ord_944,2810.0,INR,upi,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,94,7,6,1,0.8571428571428571,2670.514391611138,17697.722805973157,88,0,1,active,761,8,5,saas,new,1.0,ALTERNATIVE_PAYMENT_METHOD,RETRY,0.8219407448079122,1,2810.0
cus_945,pay_945,ord_945,3600.0,INR,card,failed,network_timeout,network_timeout,customer,payment_authentication,63,6,4,2,0.6666666666666666,3409.371348365718,27364.3912491335,13,0,0,active,910,15,1,retail,regular,0.9029618792897943,NO_ACTION,RETRY,0.7569903304609891,1,3600.0
cus_946,pay_946,ord_946,710.0,INR,upi,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,1132,8,3,5,0.375,915.7849835989708,10667.15377087204,67,0,0,none,299,8,3,health,vip,0.39318133326747234,RETRY,RETRY,0.45362507391458323,1,710.0
cus_947,pay_947,ord_947,3030.0,INR,netbanking,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,1437,12,10,2,0.8333333333333334,3403.016379997908,47851.34925432243,4,0,0,active,156,6,2,retail,regular,0.745408107290479,CUSTOMER_NOTIFICATION,RETRY,0.6165981956000363,0,0.0
cus_948,pay_948,ord_948,700.0,INR,netbanking,failed,network_timeout,network_timeout,customer,payment_authentication,402,5,4,1,0.8,811.9473875753872,3127.199402013269,36,0,1,none,246,17,1,retail,regular,0.8492379922753119,NO_ACTION,RETRY,0.7312667704623451,1,700.0
cus_949,pay_949,ord_949,3680.0,INR,card,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,834,6,5,1,0.8333333333333334,4055.172223180739,44472.194699098545,23,1,0,active,810,22,3,education,new,0.4401818065814542,RETRY,REMINDER,0.5746429172204264,1,3680.0
cus_950,pay_950,ord_950,6140.0,INR,upi,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,107,3,0,3,0.0,5301.94793548858,48021.596602292055,167,1,1,none,336,5,5,health,regular,0.0,NO_ACTION,NO_ACTION,0.2100677167033108,0,0.0
cus_951,pay_951,ord_951,3730.0,INR,card,failed,upi_error,upi_error,customer,payment_authentication,283,9,7,2,0.7777777777777778,3419.1972166066776,44367.160332497624,69,1,1,none,865,7,5,saas,regular,0.8034837127279917,NO_ACTION,RETRY,0.7847755871904272,1,3730.0
cus_952,pay_952,ord_952,1510.0,INR,card,failed,upi_error,upi_error,customer,payment_authentication,727,7,4,3,0.5714285714285714,1223.01753739578,18217.527643745005,31,1,1,none,493,5,4,retail,regular,0.8659700048872974,ALTERNATIVE_PAYMENT_METHOD,RETRY,0.8820142874826556,1,1510.0
cus_953,pay_953,ord_953,3190.0,INR,card,failed,card_declined,card_declined,customer,payment_authentication,24,8,8,0,1.0,3270.6501694667663,34005.45421988761,118,0,2,active,417,6,2,health,regular,0.6379802354498976,RETRY,REMINDER,0.8885941685778388,1,3190.0
cus_954,pay_954,ord_954,390.0,INR,wallet,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,883,3,3,0,1.0,291.23122988939264,2217.504540096752,179,0,1,active,725,22,4,health,new,0.8225065823272678,HUMAN_ESCALATION,RETRY,0.8123712531616862,1,390.0
cus_955,pay_955,ord_955,310.0,INR,netbanking,failed,card_declined,card_declined,customer,payment_authentication,828,5,5,0,1.0,385.1190561956817,3087.8467317240493,86,0,1,none,982,18,3,health,regular,0.6771016661085622,REMINDER,REMINDER,0.6750583170243791,0,0.0
cus_956,pay_956,ord_956,2880.0,INR,netbanking,failed,upi_error,upi_error,customer,payment_authentication,139,7,4,3,0.5714285714285714,2355.4645857952873,35084.99612364178,32,0,0,active,749,19,2,retail,regular,0.7765856978911783,ALTERNATIVE_PAYMENT_METHOD,RETRY,0.8400732883914439,1,2880.0
cus_957,pay_957,ord_957,6690.0,INR,upi,failed,upi_error,upi_error,customer,payment_authentication,891,7,6,1,0.8571428571428571,5539.989215866664,59360.306551164525,85,1,0,none,211,9,1,education,regular,0.9733110761457895,RETRY,RETRY,0.8181042736058592,1,6690.0
cus_958,pay_958,ord_958,530.0,INR,upi,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,683,13,7,6,0.5384615384615384,525.0957774765063,7076.788747587389,112,1,1,none,324,2,3,health,vip,0.6902764964810691,ALTERNATIVE_PAYMENT_METHOD,RETRY,0.7152487791699497,0,0.0
cus_959,pay_959,ord_959,1840.0,INR,upi,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,150,6,4,2,0.6666666666666666,1641.0345117896718,18130.33215284323,155,1,0,past_due,111,3,5,retail,regular,0.5150542757077016,ALTERNATIVE_PAYMENT_METHOD,REMINDER,0.5571160743890828,1,1840.0
cus_960,pay_960,ord_960,2800.0,INR,upi,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,328,4,2,2,0.5,2239.7920750913877,21802.861898792675,25,2,1,active,590,22,4,health,new,0.36865171236952865,ALTERNATIVE_PAYMENT_METHOD,NO_ACTION,0.37120956467920785,0,0.0
cus_961,pay_961,ord_961,980.0,INR,upi,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,817,4,3,1,0.75,1265.5677562950884,7089.541287753212,100,0,0,none,971,5,4,education,new,0.5546109572515125,REMINDER,RETRY,0.6934826614039289,1,980.0
cus_962,pay_962,ord_962,1290.0,INR,card,failed,card_declined,card_declined,customer,payment_authentication,1216,5,4,1,0.8,1119.4463636579167,6707.352763992763,7,1,0,none,314,2,5,saas,regular,0.48360420188690817,RETRY,REMINDER,0.5777940080706474,0,0.0
cus_963,pay_963,ord_963,3340.0,INR,card,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,648,5,5,0,1.0,3820.00512739796,23277.66510953411,91,0,0,past_due,256,15,1,saas,regular,0.10126226633551888,NO_ACTION,NO_ACTION,0.38565233693136736,0,0.0
cus_964,pay_964,ord_964,2010.0,INR,wallet,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,948,6,4,2,0.6666666666666666,2282.6534226829617,23469.368730831276,2,0,2,none,928,7,5,education,vip,0.6993797883637402,NO_ACTION,REMINDER,0.6633468414268223,1,2010.0
